instance,description,status,plan,error
instance-143.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
b is on c.
c is on d.",ok,"unstack b from d;
put down b;
pick up a;
stack a on b;
unstack d from c;
put down d;
pick up c;
stack c on d;
unstack a from b;
put down a;
pick up b;
stack b on c;
pick up a;
stack a on b;
",
instance-144.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.
d is on c.",ok,"unstack a from c;
put down a;
unstack c from d;
put down c;
pick up b;
stack b on a;
pick up d;
stack d on c;
",
instance-145.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
c is on d.",ok,"unstack d from a;
put down d;
pick up c;
stack c on d;
pick up a;
stack a on c;
",
instance-146.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
d is on c.",ok,"unstack b from d;
put down b;
unstack d from c;
put down d;
unstack c from a;
put down c;
pick up d;
stack d on c;
pick up a;
stack a on d;
",
instance-147.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.",ok,"unstack d from c;
put down d;
unstack c from a;
put down c;
pick up b;
stack b on a;
",
instance-148.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.
c is on b.",ok,"unstack c from d;
put down c;
unstack d from b;
put down d;
pick up b;
stack b on a;
pick up c;
stack c on b;
",
instance-149.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
d is on c.",ok,"unstack b from a;
put down b;
unstack a from d;
put down a;
pick up d;
stack d on c;
pick up a;
stack a on d;
",
instance-150.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on b.",ok,"unstack d from b;
put down d;
unstack b from a;
put down b;
unstack a from c;
put down a;
pick up c;
stack c on b;
",
instance-151.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
c is on d.",ok,"unstack a from d;
put down a;
unstack c from b;
stack c on d;
pick up b;
stack b on c;
",
instance-152.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
d is on a.",ok,"unstack a from c;
put down a;
unstack c from b;
put down c;
unstack b from d;
put down b;
pick up d;
stack d on a;
",
instance-153.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
c is on b.",ok,"unstack c from d;
stack c on b;
unstack d from a;
put down d;
pick up a;
stack a on d;
",
instance-154.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
c is on b.",ok,"unstack c from d;
put down c;
unstack d from b;
put down d;
pick up a;
stack a on d;
pick up c;
stack c on b;
",
instance-155.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on c.",ok,"unstack c from b;
put down c;
unstack d from a;
put down d;
pick up a;
stack a on d;
pick up b;
stack b on c;
",
instance-156.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.",ok,"unstack b from c;
put down b;
unstack c from d;
put down c;
unstack d from a;
put down d;
pick up a;
stack a on c;
",
instance-157.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on b.
d is on a.",ok,"unstack a from b;
put down a;
unstack b from c;
put down b;
pick up c;
stack c on b;
pick up d;
stack d on a;
",
instance-158.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
c is on d.
d is on a.",ok,"unstack a from c;
put down a;
unstack c from b;
put down c;
unstack b from d;
stack b on c;
pick up d;
stack d on a;
unstack b from c;
put down b;
pick up c;
stack c on d;
pick up b;
stack b on c;
",
instance-159.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
c is on d.",ok,"unstack b from c;
put down b;
pick up a;
stack a on c;
",
instance-160.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.",ok,"unstack d from a;
put down d;
unstack a from c;
put down a;
unstack c from b;
put down c;
pick up b;
stack b on a;
",
instance-161.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
c is on d.
d is on b.",ok,"unstack b from a;
put down b;
unstack a from c;
put down a;
unstack c from d;
put down c;
pick up d;
stack d on b;
pick up c;
stack c on d;
pick up a;
stack a on c;
",
instance-162.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
c is on d.",ok,"unstack a from c;
put down a;
unstack c from b;
stack c on d;
pick up b;
stack b on c;
",
instance-163.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on d.
c is on b.",ok,"unstack c from d;
stack c on b;
unstack d from a;
put down d;
unstack c from b;
put down c;
pick up a;
stack a on c;
pick up b;
stack b on d;
unstack a from c;
put down a;
pick up c;
stack c on b;
pick up a;
stack a on c;
",
instance-164.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on c.
c is on a.",ok,"unstack b from a;
put down b;
unstack a from c;
put down a;
unstack c from d;
put down c;
pick up b;
stack b on c;
pick up a;
stack a on d;
unstack b from c;
put down b;
pick up c;
stack c on a;
pick up b;
stack b on c;
",
instance-165.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.
c is on d.",ok,"unstack b from c;
put down b;
unstack c from d;
put down c;
unstack d from a;
put down d;
pick up b;
stack b on a;
pick up c;
stack c on d;
",
instance-166.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
d is on a.",ok,"unstack c from a;
put down c;
pick up d;
stack d on a;
",
instance-167.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
b is on d.
c is on a.",ok,"unstack b from c;
put down b;
unstack c from d;
stack c on a;
pick up b;
stack b on d;
unstack c from a;
put down c;
pick up a;
stack a on b;
pick up c;
stack c on a;
",
instance-168.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
b is on c.
c is on d.",ok,"unstack a from d;
put down a;
unstack c from b;
stack c on d;
pick up b;
stack b on c;
pick up a;
stack a on b;
",
instance-169.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
d is on a.",ok,"unstack b from d;
put down b;
unstack a from c;
stack a on b;
pick up d;
stack d on a;
",
instance-170.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
c is on b.",ok,"unstack d from b;
put down d;
unstack b from a;
stack b on d;
unstack a from c;
put down a;
pick up c;
stack c on b;
",
instance-171.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
c is on b.",ok,"unstack c from b;
put down c;
pick up b;
stack b on d;
pick up c;
stack c on b;
",
instance-172.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
c is on a.",ok,"unstack b from a;
put down b;
pick up c;
stack c on a;
pick up b;
stack b on c;
",
instance-173.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
b is on c.
d is on a.",ok,"unstack c from d;
put down c;
unstack d from b;
stack d on a;
pick up b;
stack b on c;
unstack d from a;
put down d;
pick up a;
stack a on b;
pick up d;
stack d on a;
",
instance-174.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
b is on d.",ok,"unstack c from b;
put down c;
unstack b from a;
put down b;
unstack a from d;
put down a;
pick up b;
stack b on d;
pick up a;
stack a on b;
",
instance-175.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on b.",ok,"unstack b from d;
put down b;
unstack d from c;
put down d;
pick up c;
stack c on b;
",
instance-176.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
c is on a.
d is on b.",ok,"unstack b from a;
put down b;
unstack c from d;
stack c on a;
pick up b;
stack b on c;
pick up d;
stack d on b;
",
instance-177.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on a.
c is on d.",ok,"unstack c from b;
stack c on d;
unstack b from a;
put down b;
pick up a;
stack a on c;
pick up b;
stack b on a;
",
instance-178.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
c is on a.",ok,"unstack c from d;
put down c;
unstack d from b;
put down d;
unstack b from a;
put down b;
pick up c;
stack c on a;
pick up b;
stack b on c;
",
instance-179.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on d.",ok,"unstack b from a;
put down b;
unstack a from d;
put down a;
pick up c;
stack c on d;
",
instance-180.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on b.
d is on c.",ok,"unstack c from d;
stack c on b;
pick up d;
stack d on c;
",
instance-181.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
c is on a.
d is on c.",ok,"unstack d from a;
put down d;
unstack c from b;
put down c;
pick up a;
stack a on b;
pick up c;
stack c on a;
pick up d;
stack d on c;
",
instance-182.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
c is on b.
d is on a.",ok,"unstack d from b;
put down d;
unstack b from a;
put down b;
pick up d;
stack d on a;
pick up c;
stack c on b;
unstack d from a;
put down d;
pick up a;
stack a on c;
pick up d;
stack d on a;
",
instance-183.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
c is on b.",ok,"unstack b from c;
stack b on d;
unstack c from a;
stack c on b;
",
instance-184.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on d.
d is on b.",ok,"unstack b from c;
put down b;
unstack c from d;
put down c;
pick up d;
stack d on b;
pick up c;
stack c on d;
",
instance-185.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
d is on b.",ok,"unstack a from c;
put down a;
unstack c from b;
put down c;
unstack b from d;
put down b;
pick up d;
stack d on b;
pick up a;
stack a on c;
",
instance-186.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
d is on b.",ok,"unstack d from c;
put down d;
unstack c from a;
put down c;
unstack a from b;
stack a on c;
pick up d;
stack d on b;
",
instance-187.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
c is on a.
d is on c.",ok,"unstack a from c;
put down a;
unstack d from b;
stack d on c;
pick up a;
stack a on b;
unstack d from c;
put down d;
pick up c;
stack c on a;
pick up d;
stack d on c;
",
instance-188.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on d.
d is on a.",ok,"unstack c from d;
put down c;
unstack d from a;
put down d;
pick up a;
stack a on c;
pick up d;
stack d on a;
pick up b;
stack b on d;
",
instance-189.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
c is on b.
d is on a.",ok,"unstack d from b;
stack d on a;
pick up c;
stack c on b;
",
instance-190.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
d is on b.",ok,"unstack a from d;
put down a;
pick up d;
stack d on b;
pick up a;
stack a on d;
",
instance-191.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
d is on c.",ok,"unstack b from a;
stack b on d;
unstack a from c;
put down a;
unstack b from d;
put down b;
pick up d;
stack d on c;
pick up b;
stack b on d;
",
instance-192.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
c is on d.
d is on a.",ok,"unstack b from c;
put down b;
unstack c from a;
put down c;
unstack a from d;
put down a;
pick up d;
stack d on a;
pick up c;
stack c on d;
pick up b;
stack b on c;
",
instance-193.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
d is on a.",ok,"unstack a from c;
put down a;
unstack c from b;
put down c;
unstack b from d;
put down b;
pick up d;
stack d on a;
pick up b;
stack b on d;
",
instance-194.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
b is on c.
d is on a.",ok,"unstack a from c;
put down a;
pick up d;
stack d on a;
pick up b;
stack b on c;
unstack d from a;
put down d;
pick up a;
stack a on b;
pick up d;
stack d on a;
",
instance-195.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
b is on d.
d is on c.",ok,"unstack c from b;
put down c;
pick up a;
stack a on b;
pick up d;
stack d on c;
unstack a from b;
put down a;
pick up b;
stack b on d;
pick up a;
stack a on b;
",
instance-196.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
b is on c.
c is on d.",ok,"unstack a from d;
put down a;
unstack d from b;
put down d;
unstack b from c;
put down b;
pick up c;
stack c on d;
pick up b;
stack b on c;
pick up a;
stack a on b;
",
instance-197.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.
c is on d.
d is on b.",ok,"unstack b from d;
put down b;
unstack c from a;
stack c on d;
pick up b;
stack b on a;
unstack c from d;
put down c;
pick up d;
stack d on b;
pick up c;
stack c on d;
",
instance-198.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on b.
c is on d.
d is on a.",ok,"pick up d;
stack d on a;
pick up c;
stack c on d;
",
instance-199.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
c is on b.",ok,"unstack b from a;
put down b;
unstack c from d;
stack c on b;
pick up a;
stack a on d;
",
instance-200.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
d is on a.",ok,"unstack a from d;
stack a on c;
pick up d;
stack d on a;
",
instance-201.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
c is on d.
d is on a.",ok,"unstack d from c;
stack d on a;
pick up c;
stack c on d;
pick up b;
stack b on c;
",
instance-202.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on d.
c is on a.
d is on c.",ok,"unstack b from a;
stack b on d;
pick up c;
stack c on a;
unstack b from d;
put down b;
pick up d;
stack d on c;
pick up b;
stack b on d;
",
instance-203.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on d.",ok,"unstack a from d;
stack a on c;
pick up b;
stack b on d;
",
instance-204.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on a.
d is on b.",ok,"unstack c from b;
put down c;
unstack b from a;
put down b;
unstack a from d;
put down a;
pick up b;
stack b on a;
pick up d;
stack d on b;
",
instance-205.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
c is on b.
d is on a.",ok,"unstack c from a;
put down c;
unstack d from b;
stack d on a;
pick up c;
stack c on b;
unstack d from a;
put down d;
pick up a;
stack a on c;
pick up d;
stack d on a;
",
instance-206.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on c.
c is on a.",ok,"unstack a from d;
put down a;
unstack d from b;
put down d;
pick up a;
stack a on d;
unstack b from c;
put down b;
pick up c;
stack c on a;
pick up b;
stack b on c;
",
instance-207.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
b is on d.
c is on b.",ok,"unstack b from c;
put down b;
unstack c from a;
stack c on b;
unstack a from d;
put down a;
unstack c from b;
put down c;
pick up a;
stack a on c;
pick up b;
stack b on d;
unstack a from c;
put down a;
pick up c;
stack c on b;
pick up a;
stack a on c;
",
instance-208.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
b is on c.
c is on a.",ok,"pick up c;
stack c on a;
unstack b from d;
stack b on c;
",
instance-209.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on d.
b is on a.",ok,"unstack b from a;
put down b;
pick up a;
stack a on d;
pick up b;
stack b on a;
",
instance-210.pddl,"blocks: a, b, c, d.

initial state:
your hand is empty.

goal state:
a is on c.
c is on b.",ok,"pick up c;
stack c on b;
unstack a from d;
stack a on c;
",
